word,count
buss,1
bust,7
busy,58
butt,12
buys,11
buzz,13
byrd,9
cabs,1
cady,27
cafe,20
cage,9
cain,2
cake,13
calf,11
call,188
calm,35
came,622
cami,1
camp,75
cams,1
cane,12
cans,5
cant,1
cape,20
capo,2
caps,6
card,26
care,162
carl,41
carr,2
cars,112
cart,5
case,362
cash,36
cask,1
cast,45
cats,18
catt,4
cave,9
ceil,1
cell,65
cent,155
cerv,5
chap,2
char,1
chat,5
chaw,1
chef,9
chen,3
ches,1
chew,2
chic,7
chin,25
chip,17
chop,3
chou,2
chow,2
chum,1
ciao,1
cinq,1
cite,7
cito,1
city,393
clad,7
clam,3
clan,2
clap,1
claw,1
clay,100
clip,6
clod,1
clog,2
clot,3
clov,1
club,145
clue,15
coal,32
coat,43
coax,1
cobb,18
cock,5
coco,1
cocu,1
code,39
cody,1
coed,1
cogs,1
cohn,4
coil,6
coin,10
coke,4
cold,171
cole,1
colh,1
colt,18
comb,6
come,630
cone,13
cong,1
cons,1
cook,47
cool,62
coop,3
cope,21
copp,1
cops,17
copy,38
cord,6
core,43
cork,9
corn,34
corp,1
cost,229
cosy,1
cott,1
coup,4
cove,2
cows,16
cozy,1
crap,3
crew,36
crib,5
crip,2
cris,1
crop,20
crow,2
crus,4
crux,2
cruz,8
ctca,5
cuba,47
cube,1
cubs,2
cues,3
cuff,1
cult,11
cups,14
curb,13
curd,2
cure,28
curl,2
curt,32
cury,3
cusa,1
cusp,2
cute,5
cuts,30
czar,1
dade,2
daer,5
dais,2
dale,5
dali,1
daly,1
dame,7
damn,32
damp,16
dams,3
dana,3
dane,2
dang,1
dank,1
dans,1
dare,21
dark,185
darn,3
dash,11
data,173
date,103
dave,31
davy,2
dawn,28
days,384
dead,174
deae,2
deaf,12
deal,143
dean,40
dear,54
debs,2
debt,13
deck,23
deed,8
deem,1
deep,109
deer,13
deft,2
defy,7
deja,7
dell,3
dens,1
dent,2
deny,47
deor,1
dere,1
desk,65
deus,1
deux,4
dial,1
diam,2
dice,14
dick,18
didi,1
didn,2
died,86
diem,2
dies,12
diet,21
dieu,1
digs,1
dill,12
dime,4
dine,2
dinh,1
dion,1
dior,1
dips,1
dire,1
dirt,43
disc,6
dish,16
disk,25
diva,1
dive,23
doan,1
dock,8
dodd,1
does,485
dogs,70
doin,2
dole,1
doll,10
dome,17
domi,1
done,319
doom,3
door,312
dope,2
dora,2
dorr,3
dose,11
dost,1
dots,11
doug,1
dour,2
dove,4
down,895
drab,5
drag,15
dram,1
draw,56
drdw,3
dred,1
drew,68
drip,1
drop,59
drug,24
drum,11
dual,9
duck,9
duct,1
duds,1
duel,5
duet,1
duke,11
dull,27
duly,10
dumb,13
dump,4
dune,1
dung,2
dunk,1
dunn,6
dusk,9
dust,70
duty,61
dyed,4
dyer,3
dyke,1
each,877
earl,12
earn,16
earp,1
ears,38
ease,42
east,183
easy,124
eats,3
eave,1
ebbs,1
eben,1
eber,1
echo,10
eddy,2
eden,9
edge,78
edgy,2
edit,2
edna,3
eggs,35
egon,1
eies,1
eine,1
eire,2
eked,2
elan,1
elba,1
elec,9
elks,1
ella,1
elms,1
eloi,1
else,176
emil,1
emit,1
emma,10
ends,67
engh,1
enny,1
enos,1
envy,7
enzo,1
epic,18
eras,2
erde,1
eric,3
erie,2
erik,2
eros,2
errs,1
esse,2
etes,1
even,1170
ever,344
evil,72
ewen,1
exec,2
exit,7
expe,1
eyed,7
eyes,401
eyke,1
ezra,2
face,371
fact,447
fade,2
fads,1
fail,37
faim,1
fain,1
fair,78
fake,10
fall,147
fame,18
fans,21
fare,7
farm,124
faro,4
farr,1
fast,78
fate,33
fats,19
fawn,1
faze,1
fear,127
feat,6
feds,1
feed,122
feel,216
fees,29
feet,283
feis,1
fela,2
fell,92
felt,357
fens,1
fern,1
fete,3
feud,1
fiat,13
fide,1
fife,1
fike,2
file,81
fill,50
film,96
find,400
fine,161
fing,2
fink,4
finn,1
fins,5
fire,187
firm,109
fish,35
fisk,2
fist,25
fitc,3
fits,13
five,286
flag,16
flat,67
flaw,3
flax,3
flea,2
fled,28
flee,1
flem,2
flew,27
flex,2
flip,4
flng,1
floc,3
floe,1
flog,1
flop,1
flor,1
flow,68
flux,30
foal,2
foam,37
foci,1
foes,6
fogg,23
fogy,1
foil,20
fold,7
folk,34
fond,13
food,147
fool,37
foot,70
ford,24
fore,6
fork,14
form,370
fort,55
foss,3
foul,4
four,360
fowl,1
foxx,1
fran,5
frau,1
fray,1
fred,27
free,259
fret,1
frog,1
from,4370
fuck,4
fudo,7
fuel,17
fuji,1
full,230
fund,62
funk,4
furs,5
fury,19
fuse,5
fuss,4
fuzz,3
gage,4
gags,2
gain,74
gait,8
gala,7
gale,2
gall,7
gals,2
galt,2
game,123
gang,22
gaps,2
gapt,7
garb,3
gary,5
gash,1
gasp,3
gate,37
gaul,1
gave,285
gaze,12
gear,26
gems,2
gene,9
germ,3
gets,66
getz,1
gibe,1
gide,1
gift,33
gild,1
gill,2
gilt,3
gino,1
gins,1
gird,1
girl,220
gist,1
give,389
glad,38
glee,3
glen,7
glib,1
glow,16
glue,8
glum,1
gnaw,1
goad,1
goal,60
goat,6
gods,14
goes,89
gogh,2
gogo,1
goin,4
gold,52
golf,34
gone,195
good,806
gord,2
gore,7
gosh,4
gott,1
gout,2
gown,16
grab,16
grad,2
gram,10
gran,9
gras,2
gray,80
greg,26
gret,1
grew,64
grey,12
grim,14
grin,13
grip,20
gris,1
grit,1
grok,5
grow,63
grub,2
guam,12
guar,2
gulf,22
gull,1
gulp,2
gums,4
gunk,1
guns,42
guru,1
gush,1
gust,2
gute,2
guts,9
guys,20
gwen,1
gyms,2
gyro,26
habe,1
hack,3
hadd,1
haec,1
hail,10
hair,148
hale,2
half,275
hall,152
halo,2
hals,2
halt,10
hamm,7
hams,1
hand,431
hang,26
hank,17
hans,44
hard,202
hare,1
hark,3
harm,25
harp,1
hart,13
hash,1
hast,1
hate,42
hath,3
hats,14
haul,5
have,3942
hawk,14
hays,6
haze,7
hazy,5
head,424
heal,2
heap,14
hear,153
heat,97
heck,1
heed,8
heel,9
heir,7
held,264
hell,95
helm,4
help,311
henh,1
hens,4
herb,8
herd,22
here,750
hero,52
herr,10
hers,16
hess,1
hick,1
hide,22
high,497
hike,4
hill,72
hilo,4
hilt,3
hind,3
hino,13
hint,9
hips,8
hire,15
hiss,2
hits,22
hive,2
hmpf,1
hoag,21
hoak,1
hobo,1
hoes,1
hogs,2
hold,169
hole,58
holy,49
home,547
homo,1
hone,2
hong,11
hood,7
hoof,2
hook,5
hoop,3
hoot,9
hope,177
hops,1
hord,1
horn,31
hors,1
hose,9
hoss,5
host,36
houk,3
hour,145
hove,1
howe,12
howl,4
hoxa,1
hoyt,4
huai,1
hubs,2
huck,1
hues,2
huey,1
huff,10
huge,55
hugh,8
hugo,3
hulk,2
hull,13
hume,2
hump,2
hung,65
hunk,2
hunt,10
hurl,3
hurt,37
hush,4
huts,6
hyde,4
hymn,9
hytt,1
icbm,3
iced,1
idal,1
idea,195
idje,3
idle,13
idly,6
idol,7
ifni,1
igbo,3
igor,3
ijal,1
ikle,1
ilka,1
ille,1
ills,9
inca,1
inch,39
ingo,1
inks,1
inna,3
inns,1
into,1791
iocs,2
ione,1
ions,9
iota,1
iowa,4
ipso,1
iraj,1
iran,2
iraq,3
irma,1
iron,43
isis,1
isle,5
itch,5
item,55
ivan,4
jabs,1
jack,92
jade,1
jahr,1
jail,21
jake,6
jams,2
jana,1
jane,35
japs,4
jars,3
java,4
jaws,10
jazz,99
jean,23
jeep,16
jeff,3
jena,1
jens,1
jerk,2
jess,33
jest,1
jets,4
jews,54
jinx,1
jist,7
joan,14
jobs,65
jock,1
jody,1
joel,12
joey,2
jogs,1
john,362
joie,1
join,65
joke,22
jolt,4
jose,2
joss,1
jour,4
jowl,2
joys,7
juan,7
jude,3
judy,8
juet,8
juju,1
juke,2
july,66
jump,24
june,99
junk,8
jure,3
jury,67
just,872
kahn,1
kale,1
kali,1
kant,2
kare,1
karl,9
kate,41
kava,1
kayo,1
keel,6
keen,11
keep,264
kegs,1
kehl,11
kelp,2
kemm,1
keng,1
keno,1
kent,14
kept,186
kern,8
kerr,5
keys,34
khan,2
kick,15
kids,32
kika,1
kill,63
kind,313
king,88
kira,1
kirk,1
kiss,17
kite,1
kits,1
kivu,1
klan,3
klux,3
knee,35
knew,395
knit,10
knob,2
knoe,1
knot,8
know,683
knox,5
koan,1
koch,1
kohi,1
kola,2
kolb,1
kong,11
koop,1
kqed,1
krim,17
ksan,1
kuhn,1
kurd,1
kurt,1
kwhr,3
kyne,2
lace,7
lack,110
lacy,4
lads,1
lady,80
lafe,1
lags,3
lahk,1
laid,77
lain,4
lake,54
lamb,7
lame,2
lamp,18
lana,2
land,218
lane,30
lang,1
laos,64
laps,2
lard,4
lark,2
lars,1
lash,6
lass,2
last,676
late,179
lath,2
lats,2
laue,1
lava,1
lawn,15
laws,88
lays,6
laze,1
lazy,9
lead,129
leaf,12
leak,2
lean,20
leap,14
lear,4
lees,1
leet,1
left,480
legs,67
lena,3
lend,14
leni,1
lens,12
lent,5
leon,5
less,437
lest,17
lets,5
levy,7
lewd,3
liar,3
lice,2
lick,3
lids,5
lied,6
lien,2
lies,44
lieu,5
life,715
lift,23
like,1292
lila,2
lili,1
lilt,1
lily,1
limb,5
lime,13
limp,12
line,298
link,16
lint,4
linz,1
lion,17
lips,69
lisa,4
lise,1
liss,1
list,133
litz,2
live,177
load,45
loaf,4
loan,46
lobe,3
lobl,1
lobo,1
lock,24
loeb,1
loen,1
loft,2
logs,8
loin,1
lois,2
lola,3
lone,8
long,752
look,399
loom,6
loon,2
loop,21
loot,3
lope,2
lord,93
lore,7
lose,58
loss,86
lost,173
lots,42
loud,20
love,231
lowe,1
lown,1
lows,1
luck,47
lucy,45
luis,9
luke,3
lull,2
lulu,1
lump,7
lund,1
lung,16
lura,1
lure,7
lurk,1
lush,5
lust,5
lute,1
lyle,1
lynn,5
lyon,3
mack,1
made,1125
magi,1
maht,1
maid,31
mail,47
main,119
mais,3
make,794
maku,2
male,37
mali,1
mall,3
malt,1
mama,44
mame,1
mana,3
mann,2
mano,2
mans,1
manu,5
many,1030
maps,13
marc,2
mare,16
mark,83
marr,6
mars,21
mart,2
marv,3
marx,8
mary,87
mash,1
mask,9
mass,98
mast,6
masu,6
mate,21
math,4
mats,2
matt,3
mawr,2
maye,2
mayo,1
mays,13
maze,6
mead,2
meal,30
mean,199
meat,45
meek,10
meet,149
meir,1
meld,1
melt,4
meme,1
memo,1
mend,2
menu,5
merc,2
mere,47
merz,2
mesa,1
mesh,4
mess,22
mets,2
mica,1
mice,10
mick,1
midi,1
mien,1
migs,1
mike,91
mild,14
mile,48
milk,49
mill,11
milt,2
mimi,1
mind,325
mine,59
minh,1
mink,5
mint,7
mira,1
miro,1
miso,1
miss,253
mist,14
mite,1
mlle,1
mlss,1
mmes,3
mmmm,1
moan,1
mobs,4
mock,8
mode,21
mold,45
mole,4
moll,5
monk,16
mont,1
mood,37
moon,60
moos,3
moot,1
mops,1
more,2215
mort,2
mose,6
mosk,3
moss,9
most,1159
moth,1
move,171
mrad,3
much,937
muck,1
muff,1
mugs,2
muir,1
mule,4
muse,4
must,1013
mute,3
muzo,1
myne,1
myra,27
myth,35
nahb,1
nail,6
nair,1
name,294
naps,2
nara,6
nary,1
nate,5
nato,25
navy,37
nawt,1
nazi,13
ncta,3
neal,4
near,198
neat,21
neck,81
need,360
nehf,1
neil,3
nell,1
neon,14
nero,3
nest,20
nets,3
news,102
newt,8
next,394
nice,76
nick,25
nigh,1
nigs,1
nile,3
nina,1
nine,81
nips,1
nise,1
nlrb,1
noah,1
nods,1
noel,8
noes,1
noir,1
noli,1
noll,1
nolo,1
none,108
noon,25
nope,1
nori,1
norm,10
nose,60
note,127
nott,2
noun,1
nova,1
novo,2
nude,20
nufs,1
nuit,2
null,13
numb,4
nuns,4
nuts,21
oafs,1
oaks,1
oath,6
oats,7
obey,8
odds,14
oder,3
odom,1
odor,14
ohio,38
oils,15
oily,10
okay,20
olaf,1
olde,1
oleg,1
olga,6
olim,1
oman,1
omen,2
omit,1
omsk,1
once,499
onct,2
ones,116
only,1748
onto,60
onus,2
oooo,1
oops,1
ooze,2
open,318
opus,3
oral,27
ordo,3
ores,3
orgy,1
orin,1
orly,1
orso,1
osis,1
oslo,5
otis,3
otto,1
ould,1
ours,27
ouse,1
oust,3
outs,1
ouzo,1
oval,8
oven,7
over,1236
owed,15
owen,25
owes,5
owls,2
owne,1
owns,13
oxen,10
ozon,1
paba,2
pace,43
pack,25
pact,5
pads,5
page,66
paid,145
paie,3
pail,4
pain,88
pair,50
paix,1
pale,58
pall,4
palm,22
palo,1
pals,1
pane,3
pans,3
paot,3
papa,40
papp,2
pare,2
park,94
pars,3
part,500
paso,11
pass,89
past,281
pate,2
path,44
pati,1
paul,38
pave,2
pawn,2
paws,3
pays,17
peak,16
peal,1
pear,6
peas,24
peck,5
pecs,3
peed,1
peel,3
peep,2
peer,8
pegs,2
pels,6
pena,1
penn,5
pens,2
perk,1
pert,2
peru,4
pest,4
pete,23
pets,6
pews,1
pfau,1
phil,65
phis,1
pick,55
pier,3
pies,5
pigs,6
pike,41
pile,25
pill,15
pils,1
pimp,3
pine,14
pink,48
pins,6
pint,13
pipe,20
piss,1
pith,1
pits,4
pitt,2
pity,14
pius,2
plan,205
play,200
plea,11
plod,1
plot,37
plow,12
plug,23
plum,1
plus,72
pods,1
poem,48
poet,99
pohl,11
poke,1
pole,18
poll,9
polo,4
pomp,1
pond,25
pons,4
pont,35
pony,10
pool,111
poor,113
pope,40
pops,12
pore,2
pork,10
port,21
pose,11
post,85
pots,5
pour,9
pout,1
prai,1
pram,1
pray,12
prep,2
prey,7
prim,1
prix,2
prod,2
prop,4
pros,2
prow,1
pubs,1
puff,1
pugh,2
puke,1
pull,51
pulp,5
pump,11
punk,2
puny,6
pups,2
pure,56
push,37
puts,20
putt,7
pyre,1
quam,1
quit,15
quiz,2
quod,1
quok,1
rabb,2
race,103
rack,9
racy,2
rads,1
raft,4
rage,16
rags,7
raid,10
rail,16
rain,70
rake,11
rall,5
ramp,6
rand,2
rang,21
rank,24
rape,5
rapt,1
rare,41
rasa,2
rash,1
rasp,2
rata,2
rate,209
rats,3
rays,7
rdws,4
read,174
real,258
reap,3
rear,51
rebs,5
redo,1
reds,4
reed,5
reef,11
reek,2
reel,2
rees,2
regi,1
reid,3
reik,1
rein,3
rely,13
remy,1
rend,1
reno,7
rent,21
reps,1
rest,163
reub,1
rewt,1
ribs,11
rice,33
rich,74
rico,21
ride,49
rift,1
rigs,4
rime,1
rims,1
ring,47
rink,2
riot,7
ripa,1
ripe,14
rise,102
risk,54
rite,8
ritz,1
road,197
roam,6
roar,13
robe,6
robs,1
rock,75
rode,40
rods,4
role,104
roll,34
rome,70
romp,1
roof,59
room,384
roos,2
root,30
rope,15
rosa,4
rose,86
ross,11
rosy,8
rotc,1
rots,3
rove,1
rows,16
roxy,1
rube,1
rude,6
rudy,4
rugs,4
ruin,14
ruiz,1
rule,73
rump,2
rung,3
runs,55
runt,1
ruse,2
rush,20
rusk,10
russ,21
rust,10
ruth,23
ruts,2
ryan,15
ryne,1
saba,1
sack,8
safe,58
saga,7
sage,2
sago,1
sags,1
said,1961
sail,12
sake,41
sako,1
sale,44
salk,1
salt,46
salu,1
same,686
sana,1
sand,28
sane,8
sang,29
sank,18
sans,2
saps,1
sara,4
sari,1
sash,3
saud,1
saul,2
save,62
saws,3
says,200
scan,5
scar,10
scop,1
scot,1
seal,17
seam,9
sean,2
sear,2
seas,10
seat,54
sect,2
seed,41
seek,69
seem,229
seen,279
seep,2
sees,36
self,39
sell,41
send,74
sent,145
sept,1
sera,19
sets,62
sewn,1
sexy,2
shag,1
shah,2
sham,1
shan,3
shaw,9
shay,1
shea,10
shed,11
shep,1
shih,1
shim,1
shin,3
ship,83
shit,2
shod,2
shoe,14
shop,63
shot,113
show,288
shun,1
shut,46
shuz,1
sick,51
side,381
sigh,11
sign,94
silk,12
sill,4
silo,1
sims,3
sind,1
sine,4
sing,34
sink,23
sins,16
sirs,2
sisk,2
site,64
sits,6
situ,1
siva,1
size,138
skid,2
skin,47
skip,5
skis,1
skit,1
skye,1
slab,9
slam,3
slap,2
slat,2
slid,24
slim,20
slip,19
slit,6
slob,4
sloe,2
slop,2
slot,6
slow,60
slug,10
slum,8
smog,1
smug,7
snag,3
snap,12
snow,59
snug,2
soak,7
soap,22
soba,1
sobs,3
sock,4
soda,3
sods,1
sofa,6
soft,61
sohn,1
soil,54
sold,47
sole,18
solo,7
soma,1
some,1618
song,70
sons,29
soon,199
soot,1
sops,1
sore,10
sort,164
soul,47
soup,16
sour,3
sown,3
span,19
spat,9
sped,9
spic,1
spin,7
spit,11
spot,57
spun,16
spur,13
stab,3
stag,8
stan,3
star,25
stay,113
stem,30
step,131
stew,5
stir,7
stop,120
stub,3
stud,7
subs,2
such,1303
suck,5
suds,9
sued,4
sues,1
suey,1
suez,2
suit,48
sums,17
sung,18
sunk,6
suns,2
sunt,1
sure,263
surf,1
swam,6
swan,3
swao,1
swap,2
sway,5
swig,2
swim,15
swum,1
tabb,1
tack,4
tact,6
taft,1
tags,1
tail,24
take,610
tale,21
talk,154
tall,55
tame,5
tamp,1
tang,4
tank,12
taos,1
tape,35
taps,1
tara,1
tart,7
task,60
tass,4
tate,2
taui,1
taut,8
taxi,16
team,83
tear,11
teas,1
tech,8
teen,6
tell,268
tend,43
tens,1
tent,20
term,79
tess,1
test,119
text,60
thai,1
than,1790
thar,2
that,10594
thaw,6
thay,1
thea,1
thee,17
thei,1
them,1788
then,1380
ther,5
thet,2
they,3620
thin,92
this,5145
thom,5
thor,9
thou,14
thru,16
thud,3
thug,1
thum,1
thus,312
tiao,1
tick,3
tide,11
tidy,1
tied,34
tien,2
ties,15
tift,1
tile,16
till,49
tilt,5
time,1598
tims,1
tint,1
tiny,50
tips,13
tire,22
tito,2
tits,2
toad,4
toch,1
todd,2
tode,1
toes,19
tofu,1
togs,1
toil,1
told,413
tole,2
toll,16
tomb,11
tone,78
tong,1
toni,1
tons,28
tony,11
took,426
tool,40
toot,3
tops,10
tore,15
torn,25
tory,13
toss,9
tote,1
toto,1
tour,43
tout,1
town,212
toys,11
trap,20
tray,18
tree,59
trek,2
trig,10
trim,20
trio,9
trip,81
tris,2
trot,12
troy,3
true,231
tsar,1
tsem,2
tsou,1
tuba,1
tube,31
tubs,5
tuck,2
tune,10
tung,2
turf,3
turk,5
turn,233
twin,7
twos,2
tyme,2
type,200
ucla,1
udon,1
ugly,21
uhhu,4
unam,1
undo,3
unit,103
unto,16
upon,495
urea,1
urge,21
urns,2
used,611
user,4
uses,59
usga,1
usis,1
usom,1
ussr,4
utah,6
vade,2
vail,3
vain,10
vale,4
vamp,1
vary,34
vasa,3
vase,4
vast,61
veal,1
veer,2
veil,8
vein,25
venn,2
vent,10
vera,2
verb,4
vere,1
vern,1
vero,2
very,796
vest,4
veto,10
vice,41
vida,1
vied,1
vies,1
viet,16
view,186
vile,5
vine,4
visa,5
vise,1
vita,5
viva,1
vive,1
vivo,4
voce,1
void,10
vote,75
vous,3
vows,5
vrai,1
vtol,2
waco,5
wacs,1
wade,2
wads,1
wage,56
wail,3
wait,94
wake,23
walk,100
wall,160
walt,5
wand,1
want,328
ward,25
ware,1
warm,67
warn,11
warp,4
wars,26
wart,11
wary,7
wash,33
wasp,2
watt,2
wave,46
wavy,2
waxy,2
ways,128
wbai,3
weak,32
wear,35
webb,1
weed,1
week,275
weep,14
weil,1
weir,2
weld,4
well,897
went,507
wept,9
were,3284
wert,2
west,235
whah,1
what,1908
whee,1
when,2331
wher,1
whig,6
whim,2
whip,19
whir,3
whit,1
whiz,2
whoa,1
whoe,2
whom,146
wick,4
wide,125
wife,228
wild,56
will,2245
wilt,3
wily,2
wind,63
wine,72
wing,18
wink,7
wins,8
wipe,10
wire,42
wiry,8
wise,36
wish,110
wisp,2
with,7289
wits,5
witt,2
wlib,1
wohd,1
woke,14
wold,1
wolf,6
womb,1
wont,2
wood,55
wool,10
wops,1
word,274
wore,65
work,762
worm,4
worn,23
wove,3
wrap,5
writ,7
wwrl,1
wynn,1
xxxx,1
yaks,1
yale,13
yang,12
yank,7
yard,35
yarn,14
yawl,1
yawn,2
yaws,1
yeah,25
year,658
yell,9
yelp,2
yeni,1
ymca,1
yoga,1
yogi,2
yoke,3
yolk,1
yore,2
yori,1
york,302
your,923
yuba,2
yuki,1
yuri,6
yuse,1
yyyy,1
zara,1
zeal,8
zeme,1
zero,24
zest,5
zhok,1
zinc,10
zing,8
zion,6
zone,11
zwei,1
